Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
3,Strawberry,Buns,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pepsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mango,Apples,Cauliflower,Garlic,pastry,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,yogurt,Tea,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Pepsi,Green Chilli,Buns,yogurt,cheese,Garlic,Potato,Buns,pastry,Coffee,,,,,,,,,,,,,,,,,,,,,,
5,bread,Apples,frozen vegetables,mixed fruit juice,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Beans,Strawberry,Milk,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mango,Tumeric Powder,butter,bottled water,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sugar,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cabbage,Strawberry,flour,Tumeric Powder,Cauliflower,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Milk,Potato,sugar,mixed fruit juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Green Chilli,yogurt,Buns,pet food,napkins,Cherry,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
8,Mango,Potato,bread,bottled water,Chocolate ,Rice,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,Ladyfinger,Chocolate ,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Strawberry,yogurt,pastry,salt,Ghee,Corn,pet food,Coffee,Coconut Juice,,,,,,,,,,,,,,,,,,,,,,,
9,Strawberry,flour,Milk,yogurt,Buns,pastry,bread,Mixed fruit juice,napkins,,,,,,,,,,,,,,,,,,,,,,,
2,pet food,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cheese,Ginger,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Cauliflower,Milk,yogurt,Garlic,Buns,pastry,Coffee,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,spread cheese,Buns,soda,Tonic water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
14,bread,Pepsi,Cabbage,Cauliflower,frozen meals,salt,sugar,soups,Coffee,chewing gum,Frozen Meals,Sanitizer,napkins,Snacks,,,,,,,,,,,,,,,,,,
3,Buns,soda,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Milk,Tea,bottled water,soda,cake bar,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Beans,Green Chilli,Onions,Spices,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tea,bread,pastry,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,bread,Milk,Milk,cheese,Guava,Buns,bread,Ghee,Paneer,,,,,,,,,,,,,,,,,,,,,,,
12,Pepsi,Carrot,Green Chilli,Tumeric Powder,butter,yogurt,spread cheese,Buns,bread,pastry,oil,Oranges,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Apples,Milk,Buns,soda,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,Beans,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,flour,Apples,Buns,pastry,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,bread,Strawberry,flour,Apples,Cauliflower,Milk,curd,yogurt,sour cream,Potato,sugar,bottled water,Chips,Chocolate,Sanitizer,,,,,,,,,,,,,,,,,
1,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,butter,cheese,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Apples,Cauliflower,Milk,butter,curd,Buns,Ghee,baking powder,bottled water,Mixed fruit juice,Tonic water,Chocolate,napkins,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Carrot,flour,Tumeric Powder,Onions,Cauliflower,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled water,Spices,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,Potato,bread,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,curd,ice cream,soda,mixed fruit juice,Chocolate,Sanitizer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,Apples,Milk,Buns,pastry,salt,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Apples,Cauliflower,Milk,yogurt,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Cabbage,Green Chilli,flour,Tumeric Powder,Onions,Cauliflower,pickled vegetables,Oranges,bottled water,Tea,mixed fruit juice,napkins,,,,,,,,,,,,,,,,,,,,
2,Milk,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,Cauliflower,yogurt,spread cheese,Buns,soda,Chocolate,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Apples,Nuts,Tumeric Powder,Coca Cola,Buns,pickled vegetables,Coffee,Tonic water,Garlic,,,,,,,,,,,,,,,,,,,,,,,
1,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,Cauliflower,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,flour,Tumeric Powder,Milk,butter,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,Spices,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Milk,ice cream,Potato,oil,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Cabbage,Strawberry,grapes,Cauliflower,butter,yogurt,sour cream,Buns,Rice,Sanitizer,,,,,,,,,,,,,,,,,,,,,
2,Milk,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Beans,Tumeric Powder,Milk,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,cheese,cheese,bottled water,soda,Garlic,waffles,Chocolate,lemon,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Cauliflower,yogurt,Guava,Buns,bottled water,soda,Tonic water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
12,Pepsi,Strawberry,Apples,Milk,Garlic,Chocolate,Potato,pastry,sugar,mixed fruit juice,Chocolate,Chocolate ,,,,,,,,,,,,,,,,,,,,
2,Dragon Fruit,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,frozen meals,Buns,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Coffee,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,flour,herbs,Milk,yogurt,sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,curd,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,Buns,Bananas,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Carrot,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,bread,Apples,Tumeric Powder,Cauliflower,Milk,cheese,Garlic,frozen vegetables,salt,Corn,sugar,jam,Oranges,Coffee,mixed fruit juice,Cookies,waffles,Chocolate,shopping bags,,,,,,,,,,,,,
4,Pepsi,soda,Garlic,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,bread,Tumeric Powder,Milk,frozen vegetables,Coffee,soda,Cookies,napkins,Garlic,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,
3,Green Chilli,Strawberry,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,Milk,Buns,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cauliflower,butter,yogurt,Buns,pastry,Ghee,Onions,,,,,,,,,,,,,,,,,,,,,,,,,
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Pepsi,Strawberry,Milk,yogurt,Tea,pasta,waffles,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Pepsi,Strawberry,Cauliflower,cheese,Garlic,ice cream,Corn,Coffee,shopping bags,Paneer,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Dragon Fruit,soda,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Cauliflower,Milk,yogurt,cheese,bottled water,Tea,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carrot,Cauliflower,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Green Chilli,Tumeric Powder,Cauliflower,Milk,Potato,Sanitizer,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mango,Strawberry,Tumeric Powder,sour cream,Tonic water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,flour,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cabbage,sugar,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Carrot,Buns,Apples,herbs,Cauliflower,Milk,butter,cheese,Potato,Buns,pastry,Rice,Ghee,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Cauliflower,bottled water,chewing gum,Beetroot,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Pepsi,Mango,Apples,Milk,butter milk,yogurt,cheese,spread cheese,Buns,pastry,Ghee,Chips,shopping bags,,,,,,,,,,,,,,,,,,,
3,cheese,bread,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,bread,Green Chilli,Strawberry,Milk,Buns,bread,Coffee,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,mustard,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,flour,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen meals,Buns,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carrot,sugar,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Buns,Apples,Milk,cheese,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Cauliflower,pastry,Chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Potato,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,cheese,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,berries,Tumeric Powder,Milk,curd,Tomato,Potato,Buns,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Pepsi,yogurt,Buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ice cream,Buns,sugar,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Apples,Milk,Potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Bananas,Green Chilli,Onions,Chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tumeric Powder,Milk,Buns,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cauliflower,Buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Cabbage,Apples,Milk,pastry,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,butter milk,Oranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,butter milk,cheese,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Onions,Cauliflower,cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mango,Buns,Cauliflower,Milk,curd,Guava,Potato,Buns,Ghee,,,,,,,,,,,,,,,,,,,,,,,
1,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,Cauliflower,Milk,yogurt,frozen vegetables,Coffee,Mixed fruit juice,Red Bull Drink,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,curd,ice cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Buns,flour,Tumeric Powder,Potato,Instant Noodles,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,
9,Strawberry,Apples,Milk,curd,sour cream,bottled water,Mixed fruit juice,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
5,flour,Milk,pet food,lemon,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Strawberry,Cauliflower,butter,bread,baking powder,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
1,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Strawberry,Buns,pastry,soda,Tumeric Powder,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,Onions,Cauliflower,Milk,Tomato,bread,soda,Spices,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sugar,bottled water,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carrot,flour,Milk,curd,frozen meals,Potato,Ghee,pickled vegetables,soda,Mixed fruit juice,Tumeric Powder,,,,,,,,,,,,,,,,,,,,,
4,Buns,soda,waffles,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Milk,frozen vegetables,Buns,pastry,kitchen towels,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,bread,mixed fruit juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Guava,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Carrot,frozen vegetables,pastry,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Strawberry,Cauliflower,Milk,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,chewing gum,Paneer,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Mixed fruit juice,Garlic,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Pepsi,Carrot,Green Chilli,Buns,grapes,Tumeric Powder,Cauliflower,ice cream,Buns,pet food,napkins,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Mixed fruit juice,Coconut Juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,flour,grapes,Milk,pickled vegetables,jam,Coffee,Chips,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Carrot,Tumeric Powder,Milk,yogurt,Tomato,soda,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Strawberry,berries,Cauliflower,cheese,Buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,butter milk,Buns,bottled water,soda,Tonic water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tumeric Powder,herbs,Milk,butter milk,Garlic,waffles,napkins,Paneer,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,Buns,Apples juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Tumeric Powder,Cauliflower,Milk,butter,mustard,bottled water,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,
2,flour,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,mixed fruit juice,Tonic water,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Beans,Milk,yogurt,soda,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,bread,Ghee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tonic water,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Coca Cola,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mango,Strawberry,flour,Milk,yogurt,sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,
1,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Carrot,Tumeric Powder,Onions,Cauliflower,Ghee,sugar,spices,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Strawberry,Apples,Tumeric Powder,Onions,herbs,Cauliflower,Milk,butter,Potato,frozen vegetables,bottled water,Red Bull Drink,Cookies,Chocolate,Coca Cola,Sanitizer,napkins,,,,,,,,,,,,,,,
5,Beans,Dragon Fruit,bread,Cookies,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,mixed fruit juice,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,Garlic,Buns,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sour cream,Potato,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Cauliflower,yogurt,bottled water,soda,Tonic water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tumeric Powder,Cauliflower,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Buns,Coffee,Red Bull Drink,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,bread,Pepsi,Apples,Cauliflower,Buns,spread cheese,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
6,Pepsi,yogurt,Buns,pastry,pet food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bread,Buns,bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mango,Carrot,Cauliflower,Milk,frozen vegetables,Buns,Coca Cola,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mixed fruit juice,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Cabbage,Strawberry,flour,Cauliflower,Milk,sour cream,Buns,pastry,flour,Chocolate,,,,,,,,,,,,,,,,,,,,,,
4,cheese,Sanitizer,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,bread,Pepsi,Strawberry,Tumeric Powder,Cauliflower,Milk,yogurt,sour cream,frozen vegetables,bread,bread,pasta,vinegar,soda,Chips,Brocolli,,,,,,,,,,,,,,,,
2,Apples,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Carrot,Cauliflower,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Green Chilli,Tumeric Powder,Cauliflower,Milk,ice cream,yogurt,Buns,Ghee,jam,soda,Garlic,waffles,Chocolate ,Chocolate,Coconut Juice,Snacks,,,,,,,,,,,,,,,,
2,Buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Blueberry,Frozen Meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,Bottleguard,Green Chilli,Strawberry,herbs,flour,Ghee,Instant Noodles,bottled water,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Green Chilli,flour,Tumeric Powder,Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Mango,Milk,Potato,tea,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Dragon Fruit,Cabbage,Carrot,Green Chilli,Buns,berries,butter,Potato,Buns,bread,pastry,flour,Instant Noodles,soda,Chips,Chocolate,Chocolate,Sanitizer,Coca Cola,,,,,,,,,,,,,
4,ice cream,Tea,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buns,bottled water,Mixed fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Pepsi,Bananas,Tea,mixed fruit juice,Tonic water,Chips,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
8,Strawberry,soda,Tea,Tonic water,Chocolate,Chocolate,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,Milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,curd,Ghee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Pepsi,yogurt,Corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Tumeric Powder,Milk,oil,mustard,mixed fruit juice,waffles,Cherry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,Pepsi,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Carrot,flour,Cauliflower,Coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ice cream,yogurt,Buns,Bananas,bottled water,soda,Chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Strawberry,Tumeric Powder,Cauliflower,sour cream,Potato,Buns,Paneer,,,,,,,,,,,,,,,,,,,,,,,,,
11,Buns,Tumeric Powder,frozen vegetables,Buns,bread,Ghee,soda,mixed fruit juice,Spices,kitchen towels,Paneer,,,,,,,,,,,,,,,,,,,,,
10,Strawberry,flour,Apples,grapes,berries,Tumeric Powder,Cauliflower,Tea,Instant Noodles,Cookies,,,,,,,,,,,,,,,,,,,,,,
1,Cauliflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Buns,Brocolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Mango,Cauliflower,Coca Cola,Potato,Chips,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tea,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Milk,bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,bread,Pepsi,Milk,Ghee,sauces,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Milk,ice cream,Ghee,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,bread,Carrot,herbs,Cauliflower,butter,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,
13,bread,Pepsi,Cauliflower,Milk,butter,curd,ice cream,yogurt,bread,pastry,waffles,Chocolate,Cherry,,,,,,,,,,,,,,,,,,,
4,yogurt,Tea,Mixed fruit juice,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sour cream,Coca Cola,Potato,flour,oil,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bread,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Cabbage,Green Chilli,Apples,berries,Cauliflower,Milk,sour cream,Frozen Meals,frozen meals,Potato,Chips,,,,,,,,,,,,,,,,,,,,,
2,Pepsi,Buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Apples,Cauliflower,Milk,sour cream,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Cabbage,Milk,frozen vegetables,ice cream,pickled vegetables,Mixed fruit juice,Paneer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
9,Pepsi,flour,Cauliflower,butter,cheese,Potato,Buns,bread,napkins,,,,,,,,,,,,,,,,,,,,,,,
